""Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"37","10405652","104647299","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2020-01-09","NA - Not Applicable","Notice to Comply","",""
"38","10405652","104716241","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","","2020-07-13","","","",""
"39","10656552","104745857","24SEVEN LOUNGE","Restaurant","106 HUMBER COLLEGE BLVD","43.7312","-79.60061","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-09-03","M - Minor","Notice to Comply","",""
"40","10600496","104681704","3 EGGS ALL DAY PUB & GRILL","Restaurant","936 EGLINTON AVE W","43.70059","-79.42851","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-03-02","M - Minor","Notice to Comply","",""
"41","10428037","104727040","3030","Restaurant","3030 DUNDAS ST W","43.66583","-79.4705","Pass","3","","2020-07-29","","","",""
"42","9003137","104736879","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2020-08-18","","","",""
"43","10612709","104660272","3J'S MILK AND VARIETY","Food Store (Convenience/Variety)","2993 ISLINGTON AVE","43.75909","-79.57113","Pass","1","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2020-01-28","NA - Not Applicable","Notice to Comply","",""
"44","10613283","104654261","3SK CAFE","Bake Shop","1054 EGLINTON AVE W","43.70013","-79.43065","Pass","2","Fail to Produce Valid Food Handlers Certificate              - Sec. 545-157E(17)(c) ","2020-01-20","NA - Not Applicable","Notice to Comply","",""
"45","10613283","104654261","3SK CAFE","Bake Shop","1054 EGLINTON AVE W","43.70013","-79.43065","Pass","2","Food premise not maintained to permit cleaning of ceilings - Sec. 7(1)(d) ","2020-01-20","M - Minor","Notice to Comply","",""
"46","10544572","104786183","4C Broast Chicken","Restaurant","1093 O'CONNOR DR","43.71022","-79.30892","Pass","1","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-12-11","M - Minor","Notice to Comply","",""
"47","10612134","104660268","4U MILK VARIETY","Food Store (Convenience/Variety)","2987 ISLINGTON AVE","43.7592","-79.5706","Pass","1","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-28","M - Minor","Notice to Comply","",""
"48","10612134","104660268","4U MILK VARIETY","Food Store (Convenience/Variety)","2987 ISLINGTON AVE","43.7592","-79.5706","Pass","1","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2020-01-28","NA - Not Applicable","Notice to Comply","",""
"49","10550883","104674201","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145","Pass","3","SANITIZE UTENSILS IN WATER FOR LESS THAN 45 SECONDS (TEMPERATURE) - SEC. 19(A) ","2020-02-25","S - Significant","Corrected During Inspection","",""
"50","10550883","104674201","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-02-25","M - Minor","Notice to Comply","",""
"51","10550883","104674201","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145","Pass","3","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2020-02-25","NA - Not Applicable","Notice to Comply","",""
"52","10550883","104674201","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145","Pass","3","Fail to protect against entry of pests - Sec. 13(1)","2020-02-25","M - Minor","Notice to Comply","",""
"53","10550883","104674201","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-02-25","M - Minor","Notice to Comply","",""
"54","10550883","104674201","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145","Pass","3","Operate food premise - equipment not constructed to permit maintenance in sanitary condition - Sec. 9","2020-02-25","M - Minor","Notice to Comply","",""
"55","10550144","104723417","5 ELEMENTS ESPRESSO BAR","Restaurant","131 AVENUE RD","43.6738","-79.39587","Pass","3","","2020-07-24","","","",""
"56","10550144","104681034","5 ELEMENTS ESPRESSO BAR","Restaurant","131 AVENUE RD","43.6738","-79.39587","Pass","3","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2020-02-28","NA - Not Applicable","Notice to Comply","",""
"57","10550144","104723229","5 ELEMENTS ESPRESSO BAR","Restaurant","131 AVENUE RD","43.6738","-79.39587","Pass","3","Fail to clean utensils as often as necessary - Sec. 21(2)","2020-07-23","S - Significant","Notice to Comply","",""
"58","10550144","104723229","5 ELEMENTS ESPRESSO BAR","Restaurant","131 AVENUE RD","43.6738","-79.39587","Pass","3","Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)","2020-07-23","C - Crucial","Notice to Comply","",""
"59","10700371","104673474","51 LISGAR-TPH-AANGEN","Serving Kitchen","51 LISGAR ST","43.64229","-79.42296","Pass","2","","2020-02-14","","","",""
"60","10504878","104784743","682 Warden Avenue Community Kitchen","Community Kitchen (Meal Program)","682 WARDEN AVE","43.70596","-79.27905","Conditional Pass","3","Fail to sanitize utensils as often as necessary - Sec. 21(2)","2020-12-07","S - Significant","Notice to Comply","",""
"61","10504878","104784743","682 Warden Avenue Community Kitchen","Community Kitchen (Meal Program)","682 WARDEN AVE","43.70596","-79.27905","Conditional Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2020-12-07","S - Significant","Notice to Comply","",""
"62","10504878","104784743","682 Warden Avenue Community Kitchen","Community Kitchen (Meal Program)","682 WARDEN AVE","43.70596","-79.27905","Conditional Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-12-07","M - Minor","Notice to Comply","",""
"63","10504878","104784743","682 Warden Avenue Community Kitchen","Community Kitchen (Meal Program)","682 WARDEN AVE","43.70596","-79.27905","Conditional Pass","3","Use handwashing station other than for handwashing of employees - Sec. 7(4)","2020-12-07","S - Significant","Notice to Comply","",""
"64","10504878","104784752","682 Warden Avenue Community Kitchen","Community Kitchen (Meal Program)","682 WARDEN AVE","43.70596","-79.27905","Conditional Pass","3","","2020-12-14","","","",""
"65","10650183","104649518","7 BAKER","Bakery","3 WELLESLEY ST W","43.66475","-79.38493","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2020-01-14","NA - Not Applicable","Notice to Comply","",""
"66","10650183","104649518","7 BAKER","Bakery","3 WELLESLEY ST W","43.66475","-79.38493","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2020-01-14","S - Significant","Corrected During Inspection","",""
"67","10700853","104677150","7 Baker","Food Take Out","300 BOROUGH DR, Unit-R007","43.77629","-79.25802","Pass","2","","2020-02-21","","","",""
"68","10467934","104658825","7 DAYS CONVENIENCE","Food Store (Convenience/Variety)","669 BLOOR ST W","43.6639","-79.41583","Pass","1","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-24","M - Minor","Notice to Comply","",""
"69","10467934","104658825","7 DAYS CONVENIENCE","Food Store (Convenience/Variety)","669 BLOOR ST W","43.6639","-79.41583","Pass","1","Fail to protect against entry of pests - Sec. 13(1)","2020-01-24","M - Minor","Notice to Comply","",""
"70","9417941","104764600","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-10-14","M - Minor","Notice to Comply","",""
"71","10273767","104662607","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","","2020-01-30","","","",""
"72","9000144","104688456","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2020-03-11","","","",""
"73","9013817","104671429","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886","Pass","2","","2020-02-13","","","",""
"74","9013817","104784931","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-12-08","M - Minor","Notice to Comply","",""
"75","9013819","104674274","7-ELEVEN","Supermarket","883 DUNDAS ST W","43.65107","-79.4111","Pass","2","","2020-02-25","","","",""
"76","9013822","104768520","7-ELEVEN","Food Take Out","3355 DUNDAS ST W","43.66527","-79.48241","Pass","2","","2020-09-23","","","",""
"77","9013829","104701377","7-ELEVEN","Food Store (Convenience/Variety)","2480 LAKE SHORE BLVD W","43.6131","-79.4901","Pass","2","","2020-06-03","","","",""
"78","9013837","104729527","7-ELEVEN","Food Store (Convenience/Variety)","3587 BATHURST ST","43.73255","-79.43246","Pass","2","","2020-08-05","","","",""
"79","9389795","104781758","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-11-26","M - Minor","Notice to Comply","",""
"80","9389795","104781758","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-11-26","M - Minor","Notice to Comply","",""
"81","9421826","104657146","7-ELEVEN","Food Store (Convenience/Variety)","1 EGLINTON AVE E","43.70659","-79.39777","Pass","2","","2020-01-23","","","",""
"82","10197785","104656450","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149","Pass","2","","2020-01-21","","","",""
"83","10290975","104666875","7-ELEVEN","Food Take Out","3260 LAKE SHORE BLVD W","43.59731","-79.52297","Pass","2","","2020-02-06","","","",""
"84","10297823","104661690","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2020-01-29","S - Significant","Corrected During Inspection","",""
"85","10297823","104661690","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249","Pass","2","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2020-01-29","S - Significant","Corrected During Inspection","",""
"86","10297823","104661690","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-29","M - Minor","Notice to Comply","",""
"87","10297823","104661690","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2020-01-29","M - Minor","Notice to Comply","",""
"88","10297823","104661690","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-01-29","M - Minor","Notice to Comply","",""
"89","10297823","104790161","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249","Pass","2","","2020-12-29","","","",""
"90","10322931","104642954","7-ELEVEN","Food Take Out","334 BLOOR ST W","43.66668","-79.40437","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-01-02","M - Minor","Notice to Comply","",""
"91","10509563","104672287","700 CAFE","Food Take Out","255 FRONT ST W","43.64392","-79.38764","Pass","2","","2020-02-14","","","",""
"92","10693524","104663887","786 JANNAT HALAL MEAT","Butcher Shop","268 MARKHAM RD","43.655","-79.40873","Pass","1","","2020-02-03","","","",""
"93","10509153","104650810","8 Noodles/Eight Noodles","Restaurant","3309 SHEPPARD AVE E","43.7783","-79.30887","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2020-01-15","M - Minor","Notice to Comply","",""
"94","10685965","104660086","800 COFFEE BAR","Cafeteria - Public Access","800 BAY ST","43.66117","-79.38644","Pass","2","FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ","2020-01-28","S - Significant","Corrected During Inspection","",""
"95","10685965","104660086","800 COFFEE BAR","Cafeteria - Public Access","800 BAY ST","43.66117","-79.38644","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-28","M - Minor","Notice to Comply","",""
"96","10489414","104674773","850 DEGREES","Restaurant","3455 LAKE SHORE BLVD W","43.59532","-79.52976","Pass","2","","2020-02-19","","","",""
"97","10641149","104707016","876 JAMROCK RESTAURANT","Restaurant","6210 FINCH AVE W, Unit-101B","43.74264","-79.58969","Pass","2","Fail to maintain ventilation system to ensure elimination of fumes - Sec. 11","2020-06-25","M - Minor","Notice to Comply","",""
"98","10641149","104707016","876 JAMROCK RESTAURANT","Restaurant","6210 FINCH AVE W, Unit-101B","43.74264","-79.58969","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-06-25","M - Minor","Notice to Comply","",""
"99","10699275","104664034","99 MYTHIC TASTE - NORTH YORK","Restaurant","5418 YONGE ST","43.77553","-79.41525","Pass","2","","2020-02-03","","","",""
"100","10652896","104690136","99 SUSHI","Restaurant","170 EGLINTON AVE E","43.70804","-79.39322","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-03-12","M - Minor","Notice to Comply","",""
"101","9018891","104663991","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2020-02-03","M - Minor","Corrected During Inspection","",""
"102","9000198","104720588","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468","Pass","2","","2020-07-20","","","",""
"103","9000200","104666803","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2020-02-06","","","",""
"104","9022070","104663750","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","","2020-01-30","","","",""
"105","9042935","104739245","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-08-19","M - Minor","Notice to Comply","",""
"106","10225707","104772547","A & W","Food Court Vendor","300 BOROUGH DR, Unit-FC-19","43.77629","-79.25802","Pass","2","","2020-11-02","","","",""
"107","10450226","104658575","A & W","Restaurant","368 QUEEN ST W","43.64886","-79.39578","Pass","2","","2020-01-24","","","",""
"108","10450267","104657284","A & W","Restaurant","35 EGLINTON AVE E","43.70677","-79.39693","Pass","2","","2020-01-20","","","",""
"109","10489748","104643116","A & W","Restaurant","654 DANFORTH AVE","43.67917","-79.3448","Pass","2","USE EQUIPMENT NOT FREE FROM CREVICES IN CONTACT WITH FOOD - SEC.  8(2)(B)  ","2020-01-03","S - Significant","Corrected During Inspection","",""
"110","10511773","104650151","A & W","Food Court Vendor","88 QUEENS QUAY W","43.64085","-79.37871","Pass","2","","2020-01-14","","","",""
"111","10560874","104648171","A & W","Food Court Vendor","220 YONGE ST","43.65368","-79.38011","Pass","2","USE FOOD EQUIPMENT NOT OF SOUND AND TIGHT CONSTRUCTION - SEC. 8(1)(A) ","2020-01-10","S - Significant","Corrected During Inspection","",""
"112","10560874","104648171","A & W","Food Court Vendor","220 YONGE ST","43.65368","-79.38011","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2020-01-10","M - Minor","Notice to Comply","",""
"113","10566778","104663873","A & W","Restaurant","832 COLLEGE ST","43.65461","-79.42265","Pass","2","","2020-02-03","","","",""
"114","10569318","104646239","A & W","Restaurant","1638 AVENUE RD","43.72582","-79.41742","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-08","M - Minor","Notice to Comply","",""
"115","10576306","104648622","A & W","Restaurant","8 MERCER ST","43.64598","-79.38994","Pass","2","","2020-01-13","","","",""
"116","10583791","104726847","A & W","Restaurant","3300 BLOOR ST W","43.64549","-79.5224","Pass","2","","2020-07-29","","","",""
"117","10586847","104659239","A & W","Restaurant","650 1/2 QUEEN ST W","43.64684","-79.40643","Pass","2","","2020-01-27","","","",""
"118","10588324","104679421","A & W","Restaurant","2856 DUNDAS ST W","43.66558","-79.4649","Pass","2","","2020-02-26","","","",""
"119","10601750","104644453","A & W","Restaurant","1496 QUEEN ST W, Bldg-MAIN","43.64046","-79.43723","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2020-01-06","M - Minor","Notice to Comply","",""
"120","10611892","104726907","A & W","Restaurant","75 BILLY BISHOP WAY, Unit-B7","43.73284","-79.45104","Pass","2","","2020-07-29","","","",""
"121","10624236","104708708","A & W","Restaurant","2633 YONGE ST, Unit-2625","43.71537","-79.39991","Pass","2","","2020-07-02","","","",""
"122","10632679","104658545","A & W","Restaurant","665 MARKHAM RD","43.76155","-79.22421","Pass","2","","2020-01-24","","","",""
"123","10640841","104679036","A & W","Restaurant","605 ROGERS RD","43.68162","-79.47451","Pass","2","","2020-02-26","","","",""
"124","10654459","104667635","A & W","Restaurant","45 OVERLEA BLVD","43.70555","-79.34626","Pass","2","","2020-02-07","","","",""
"125","10659061","104655677","A & W","Restaurant","3318 KEELE ST","43.73465","-79.48393","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2020-01-21","M - Minor","Notice to Comply","",""
"126","10659061","104655677","A & W","Restaurant","3318 KEELE ST","43.73465","-79.48393","Pass","2","SANITIZE UTENSILS IN QUATERNARY AMMONIUM COMPOUND SOLUTION OF LESS THAN 200 P.P.M. - SEC. 19(C) ","2020-01-21","S - Significant","Corrected During Inspection","",""
"127","10699176","104663379","A & W","Restaurant","3214 LAKE SHORE BLVD W","43.59752","-79.52111","Pass","2","","2020-01-31","","","",""
