"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"26","9016832","101130113","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to provide adequate lighting","2005-10-11","M - Minor","Notice to Comply","",""
"27","9016832","101130113","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","OPERATOR FAIL TO ENSURE CRACKED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2005-10-11","S - Significant","Corrected During Inspection","",""
"28","9016832","101130113","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly wash equipment","2005-10-11","M - Minor","Notice to Comply","",""
"29","9016832","101130113","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2005-10-11","M - Minor","Notice to Comply","",""
"30","9043776","100992524","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2005-03-10","","","",""
"31","9043776","101145742","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2005-11-07","","","",""
"32","9003137","100987619","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2005-03-03","","","",""
"33","9003137","101038369","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2005-05-26","","","",""
"34","9003137","101138234","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2005-10-25","","","",""
"35","9000116","101000942","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2005-03-24","S - Significant","Corrected During Inspection","",""
"36","9000116","101142439","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2005-10-31","S - Significant","Corrected During Inspection","",""
"37","9000116","101142439","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Food handler fail to wear headgear","2005-10-31","M - Minor","Notice to Comply","",""
"38","9000116","101142439","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to ensure room kept free from materials not regularly used O. Reg  562/90 Sec. 59(e)(i)","2005-10-31","M - Minor","Notice to Comply","",""
"39","9417941","100981014","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","","2005-02-22","","","",""
"40","9417941","101074289","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","","2005-07-12","","","",""
"41","9417941","101137993","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","","2005-10-25","","","",""
"42","9000144","100993362","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2005-03-10","","","",""
"43","9000144","101047127","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2005-06-07","","","",""
"44","9000144","101156088","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2005-11-24","","","",""
"45","9013817","100958615","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886","Pass","2","","2005-01-14","","","",""
"46","9013817","101115663","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886","Pass","2","","2005-09-15","","","",""
"47","9013819","101018897","7-ELEVEN","Supermarket","883 DUNDAS ST W","43.65107","-79.4111","Pass","2","","2005-04-26","","","",""
"48","9013819","101118820","7-ELEVEN","Supermarket","883 DUNDAS ST W","43.65107","-79.4111","Pass","2","","2005-09-20","","","",""
"49","9013822","101010550","7-ELEVEN","Food Take Out","3355 DUNDAS ST W","43.66527","-79.48241","Pass","2","","2005-04-12","","","",""
"50","9013822","101079251","7-ELEVEN","Food Take Out","3355 DUNDAS ST W","43.66527","-79.48241","Pass","2","","2005-07-15","","","",""
"51","9013825","101070226","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129","Pass","2","Operator fail to properly wash surfaces in rooms","2005-07-05","M - Minor","Notice to Comply","",""
"52","9013825","101070226","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129","Pass","2","Operator fail to provide proper equipment","2005-07-05","M - Minor","Notice to Comply","",""
"53","9013825","101070226","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129","Pass","2","Operator fail to properly maintain rooms","2005-07-05","M - Minor","Notice to Comply","",""
"54","9013829","101136618","7-ELEVEN","Food Store (Convenience/Variety)","2480 LAKE SHORE BLVD W","43.6131","-79.4901","Pass","2","","2005-10-21","","","",""
"55","9013837","100997852","7-ELEVEN","Food Store (Convenience/Variety)","3587 BATHURST ST","43.73255","-79.43246","Pass","2","","2005-03-18","","","",""
"56","9030457","100993476","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","","2005-03-14","","","",""
"57","9030457","101073640","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","Operator fail to provide proper garbage containers","2005-07-11","M - Minor","Notice to Comply","",""
"58","9389795","100975024","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133","Pass","2","","2005-02-11","","","",""
"59","9389795","101163209","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133","Pass","2","","2005-12-07","","","",""
"60","9421826","101001885","7-ELEVEN","Food Store (Convenience/Variety)","1 EGLINTON AVE E","43.70659","-79.39777","Pass","2","","2005-03-29","","","",""
"61","10197785","101042337","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149","Pass","2","","2005-06-01","","","",""
"62","10197785","101130734","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149","Pass","2","","2005-10-12","","","",""
"63","10205717","101154928","7-ELEVEN","Food Take Out","980 ISLINGTON AVE","43.62909","-79.51737","Pass","2","","2005-11-24","","","",""
"64","9000174","100976061","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035","Pass","3","","2005-02-14","","","",""
"65","9000174","101072660","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035","Pass","3","","2005-07-06","","","",""
"66","9018891","100992098","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","Operator fail to properly maintain rooms","2005-03-10","M - Minor","Notice to Comply","",""
"67","9018891","101068567","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2005-07-04","M - Minor","Warning Letter","",""
"68","9018891","101068567","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","Operator fail to properly maintain rooms","2005-07-04","M - Minor","Notice to Comply","",""
"69","9018891","101147319","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2005-11-09","S - Significant","Corrected During Inspection","",""
"70","9018891","101147319","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","Operator fail to properly maintain rooms","2005-11-09","M - Minor","Notice to Comply","",""
"71","9000198","101130209","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468","Pass","2","","2005-10-11","","","",""
"72","9000198","100988157","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468","Pass","2","","2005-03-02","","","",""
"73","9000200","100986691","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2005-03-01","","","",""
"74","9000200","101124541","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2005-09-29","","","",""
"75","9022070","101029188","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","FAIL TO USE UTENSILS TO AVOID HAND CONTACT WITH FOOD O. REG  562/90 SEC. 24","2005-05-11","S - Significant","Corrected During Inspection","",""
"76","9022070","101029188","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","Operator fail to properly wash surfaces in rooms","2005-05-11","M - Minor","Notice to Comply","",""
"77","9022070","101029188","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","Operator fail to properly wash equipment","2005-05-11","M - Minor","Notice to Comply","",""
"78","9022070","101137727","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","Operator fail to properly wash surfaces in rooms","2005-10-24","M - Minor","Notice to Comply","",""
"79","9042935","101001657","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","","2005-03-29","","","",""
"80","9042935","101095344","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","IMMERSE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE O. REG  562/90 SEC. 75(1)(B)","2005-08-12","S - Significant","Corrected During Inspection","",""
"81","9042935","101095344","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","Food handler fail to wear headgear","2005-08-12","M - Minor","Notice to Comply","",""
"82","9000251","101137281","A-1 DISCOUNT VARIETY","Food Store (Convenience/Variety)","2412 LAKE SHORE BLVD W","43.61471","-79.48911","Pass","1","","2005-10-24","","","",""
"83","9021965","100981321","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2005-02-21","","","",""
"84","9021965","101070844","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Use basin other than for hand washing of employees O. Reg  562/90 Sec. 20(2)","2005-07-06","S - Significant","Notice to Comply","",""
"85","9021965","101070844","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2005-07-06","C - Crucial","Notice to Comply","",""
"86","9021965","101070845","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2005-07-08","","","",""
"87","9000239","100975158","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","Operator fail to properly maintain rooms","2005-02-10","M - Minor","Notice to Comply","",""
"88","9000239","100975158","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH CLOTH ROLLER TOWEL, PAPER TOWELS, SINGLE SERVICE TOWELS OR DRYER O. REG  562/90 SEC. 68(3)(E)","2005-02-10","S - Significant","Corrected During Inspection","",""
"89","9000239","101171488","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","Operator fail to properly maintain rooms","2005-12-20","M - Minor","Notice to Comply","",""
"90","9000247","101017708","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly remove solid waste","2005-04-22","S - Significant","Notice to Comply","",""
"91","9000247","101017708","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2005-04-22","C - Crucial","Notice to Comply","",""
"92","9000247","101017708","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly wash equipment","2005-04-22","M - Minor","Notice to Comply","",""
"93","9000247","101017708","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly maintain rooms","2005-04-22","M - Minor","Notice to Comply","",""
"94","9000247","101017712","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","","2005-04-26","","","",""
"95","9000247","101116195","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly maintain rooms","2005-09-15","M - Minor","Notice to Comply","",""
"96","9000247","101116195","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly wash surfaces in rooms","2005-09-15","M - Minor","Notice to Comply","",""
"97","9000247","101116195","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly wash equipment","2005-09-15","M - Minor","Notice to Comply","",""
"98","10201481","101068507","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277","Pass","2","","2005-06-30","","","",""
"99","10201481","101173301","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277","Pass","2","","2005-12-22","","","",""
"100","9000263","100976742","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2005-02-15","M - Minor","Notice to Comply","",""
"101","9000263","100976742","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2005-02-15","M - Minor","Notice to Comply","",""
"102","9000263","101053875","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2005-06-16","S - Significant","Corrected During Inspection","",""
"103","9000263","101053875","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly maintain rooms","2005-06-16","M - Minor","Notice to Comply","",""
"104","9000263","101053875","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to provide proper equipment","2005-06-16","M - Minor","Notice to Comply","",""
"105","9000263","101053875","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2005-06-16","M - Minor","Notice to Comply","",""
"106","9000263","101053875","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly maintain equipment(NON-FOOD)","2005-06-16","M - Minor","Notice to Comply","",""
"107","9000263","101053875","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2005-06-16","M - Minor","Notice to Comply","",""
"108","9000263","101137001","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2005-10-24","C - Crucial","Notice to Comply","",""
"109","9000263","101137001","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to provide hand washing supplies","2005-10-24","S - Significant","Notice to Comply","",""
"110","9000263","101137001","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash multi-use utensils","2005-10-24","S - Significant","Notice to Comply","",""
"111","9000263","101137001","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2005-10-24","M - Minor","Notice to Comply","",""
"112","9000263","101137001","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2005-10-24","M - Minor","Notice to Comply","",""
"113","9000263","101137094","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","","2005-10-26","","","",""
"114","9021734","101026039","ABC CONVENIENT","Food Store (Convenience/Variety)","1110 BLOOR ST W","43.66011","-79.43478","Pass","1","","2005-05-05","","","",""
"115","9010089","101003260","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","Operator fail to properly maintain equipment","2005-03-24","S - Significant","Notice to Comply","",""
"116","9010089","101003260","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","Operator fail to properly maintain rooms","2005-03-24","M - Minor","Notice to Comply","",""
"117","9010089","101003262","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2005-04-12","","","",""
"118","9010089","101105768","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2005-08-26","","","",""
"119","9010089","101162553","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2005-12-05","","","",""
"120","9000306","101173024","ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE","43.69704","-79.46287","Pass","2","","2005-12-16","","","",""
"121","9000320","101010640","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","","2005-04-12","","","",""
"122","9000320","101081976","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2005-07-21","S - Significant","Corrected During Inspection","",""
"123","9000320","101081976","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2005-07-21","S - Significant","Corrected During Inspection","",""
"124","9000320","101125275","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2005-09-30","S - Significant","Corrected During Inspection","",""
"125","9000320","101125275","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","Operator fail to properly maintain rooms","2005-09-30","M - Minor","Notice to Comply","",""
"126","9000320","101125275","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","IMMERSE UTENSILS IN SOLUTION FOR WHICH TEST REAGENT NOT AVAILABLE O. REG  562/90 SEC. 75(1)(E)","2005-09-30","S - Significant","Corrected During Inspection","",""
"127","9052471","100981396","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","Operator fail to provide proper equipment","2005-02-22","M - Minor","Notice to Comply","",""
"128","9052471","100981396","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","Operator fail to properly maintain mechanical washer","2005-02-22","S - Significant","Notice to Comply","",""
"129","9052471","100981396","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","Operator fail to properly wash multi-use utensils","2005-02-22","S - Significant","Notice to Comply","",""
"130","9052471","100981396","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","Operator fail to use proper utensils to ensure food safety","2005-02-22","S - Significant","Notice to Comply","",""
"131","9052471","100981399","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","","2005-03-18","","","",""
"132","9052471","101078061","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","","2005-07-14","","","",""
"133","9052471","101141292","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","","2005-10-31","","","",""
"134","9052471","101155410","ADELINE'S LODGE","Retirement Homes(Licensed)","379 LAKE PROMENADE","43.58791","-79.53867","Pass","3","","2005-11-22","","","",""
"135","9000350","101052853","AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE","43.78645","-79.27871","Pass","2","","2005-06-16","","","",""
"136","9000350","101148160","AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE","43.78645","-79.27871","Pass","2","","2005-11-10","","","",""
"137","9000353","100994905","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","","2005-03-14","","","",""
"138","9000353","101047030","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","","2005-08-31","","","",""
"139","9000353","101159461","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","","2005-12-07","","","",""
"140","9000361","101004320","AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","43.75347","-79.2544","Pass","2","Operator fail to properly wash surfaces in rooms","2005-04-01","M - Minor","Notice to Comply","",""
