"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"65","9000198","100063901","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468","Pass","2","","2001-07-23","","","",""
"66","9000200","100000399","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2001-05-14","","","",""
"67","9000200","100074050","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2001-09-20","","","",""
"68","9022070","100057646","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","","2001-06-11","","","",""
"69","9022070","100093177","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","","2001-11-13","","","",""
"70","9000224","100000447","A PLACE TO PLAY CO-OP NURSERY SCHOOL","Child Care - Catered","680 ANNETTE ST","43.65935","-79.48502","Pass","2","","2001-02-09","","","",""
"71","9021965","100057086","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to ensure floor of food-handling room kept clean O. Reg  562/90 Sec. 59(h)","2001-06-07","M - Minor","Notice to Comply","",""
"72","9021965","100092335","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to properly wash surfaces in rooms","2001-11-08","M - Minor","Notice to Comply","",""
"73","9021965","100092335","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to provide hand washing supplies","2001-11-08","S - Significant","Notice to Comply","",""
"74","9021965","100092335","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to use proper procedure(s) to ensure food safety","2001-11-08","S - Significant","Notice to Comply","",""
"75","9021965","100092335","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2001-11-08","M - Minor","Notice to Comply","",""
"76","9021965","100092335","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","Operator fail to use proper equipment to ensure food safety","2001-11-08","S - Significant","Notice to Comply","",""
"77","9021965","100092336","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2001-11-12","","","",""
"78","9000239","100000477","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","Employee fail to wear headgear while working with food O. Reg  562/90 Sec. 65(1)(d)","2001-03-28","M - Minor","Notice to Comply","",""
"79","9000239","100094008","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH TOILET PAPER O. REG  562/90 SEC. 68(3)(A)","2001-11-14","S - Significant","Corrected During Inspection","",""
"80","9000239","100094008","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","IMMERSE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE O. REG  562/90 SEC. 75(1)(B)","2001-11-14","S - Significant","Corrected During Inspection","",""
"81","9000239","100094008","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","Operator fail to provide proper garbage containers","2001-11-14","M - Minor","Notice to Comply","",""
"82","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Fail to sanitize utensils as often as necessary  O. Reg  562/90 Sec. 71(2)","2001-06-19","S - Significant","Notice to Comply","",""
"83","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2001-06-19","S - Significant","Notice to Comply","",""
"84","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to ensure floor of food-handling room kept clean O. Reg  562/90 Sec. 59(h)","2001-06-19","M - Minor","Notice to Comply","",""
"85","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","USE FOOD PREPARATION EQUIPMENT NOT OF READILY CLEANABLE FORM O. REG  562/90 SEC. 18(C)","2001-06-19","S - Significant","Notice to Comply","",""
"86","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2001-06-19","S - Significant","Notice to Comply","",""
"87","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH SOAP OR DETERGENT O. REG  562/90 SEC. 68(3)(C)","2001-06-19","S - Significant","Notice to Comply","",""
"88","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to ensure wall of food-handling room kept clean O. Reg  562/90 Sec. 59(h)","2001-06-19","M - Minor","Notice to Comply","",""
"89","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Maintain hazardous foods at internal temperature between 4 C and 60 C O. Reg  562/90 Sec. 33","2001-06-19","C - Crucial","Notice to Comply","",""
"90","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2001-06-19","S - Significant","Notice to Comply","",""
"91","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Fail to protect food from contamination or adulteration O. Reg  562/90 Sec. 26","2001-06-19","C - Crucial","Notice to Comply","",""
"92","9000247","100000493","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operate food premise - fail to keep facility sanitary O. Reg  562/90 Sec. 68(2)(b)","2001-06-19","M - Minor","Notice to Comply","",""
"93","9000247","100058962","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","USE FOOD PREPARATION EQUIPMENT NOT OF READILY CLEANABLE FORM O. REG  562/90 SEC. 18(C)","2001-06-21","S - Significant","Notice to Comply","",""
"94","9000247","100059503","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","","2001-06-28","","","",""
"95","9000263","100000525","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","","2001-02-20","","","",""
"96","9000263","100080453","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2001-10-01","M - Minor","Notice to Comply","",""
"97","9000263","100080453","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2001-10-01","M - Minor","Notice to Comply","",""
"98","9000263","100080453","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2001-10-01","C - Crucial","Notice to Comply","",""
"99","9000263","100080453","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to provide hand washing supplies","2001-10-01","S - Significant","Notice to Comply","",""
"100","9000263","100080453","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to provide adequate pest control","2001-10-01","S - Significant","Notice to Comply","",""
"101","9000263","100080459","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","","2001-10-04","","","",""
"102","9021734","100055810","ABC CONVENIENT","Food Store (Convenience/Variety)","1110 BLOOR ST W","43.66011","-79.43478","Pass","1","Operator fail to ensure room kept free from materials not regularly used O. Reg  562/90 Sec. 59(e)(i)","2001-05-30","M - Minor","Notice to Comply","",""
"103","9021734","100055810","ABC CONVENIENT","Food Store (Convenience/Variety)","1110 BLOOR ST W","43.66011","-79.43478","Pass","1","Operate food premise - fail to keep facility in good repair O. Reg  562/90 Sec. 68(2)(b)","2001-05-30","M - Minor","Notice to Comply","",""
"104","9010089","100020177","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2001-04-30","","","",""
"105","9010089","100081792","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","Operator fail to properly wash surfaces in rooms","2001-10-05","M - Minor","Notice to Comply","",""
"106","9010089","100081792","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","Operator fail to properly maintain rooms","2001-10-05","M - Minor","Notice to Comply","",""
"107","9000316","100000631","ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE, Unit -Bsmt","43.73855","-79.43123","Pass","2","FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2001-07-30","S - Significant","Notice to Comply","",""
"108","9000316","100000631","ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE, Unit -Bsmt","43.73855","-79.43123","Pass","2","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2001-07-30","S - Significant","Notice to Comply","",""
"109","9000316","100000631","ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE, Unit -Bsmt","43.73855","-79.43123","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2001-07-30","S - Significant","Notice to Comply","",""
"110","9000316","100064905","ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE, Unit -Bsmt","43.73855","-79.43123","Pass","2","","2001-08-01","","","",""
"111","9000320","100000639","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","","2001-06-11","","","",""
"112","9000320","100069318","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","","2001-08-30","","","",""
"113","9000320","100101949","ADEGA RESTAURANT","Restaurant","33 ELM ST","43.65733","-79.38327","Pass","3","Operator fail to properly wash surfaces in rooms","2001-12-13","M - Minor","Notice to Comply","",""
"114","9000350","100000699","AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE","43.78645","-79.27871","Pass","2","","2001-06-12","","","",""
"115","9000350","100104177","AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE","43.78645","-79.27871","Pass","2","","2001-12-20","","","",""
"116","9000353","100000705","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","Operate food premise - mechanical equipment not maintained to maintain rinse water at 82C O. Reg  562/90 Sec. 77(a)(ii)(A)","2001-05-09","S - Significant","Notice to Comply","",""
"117","9000353","100000705","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","Operate food premise - mechanical equipment not maintained to maintain wash water between 60C and 71C O. Reg  562/90 Sec. 77(a)(i)","2001-05-09","S - Significant","Notice to Comply","",""
"118","9000353","100000705","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2001-05-09","S - Significant","Notice to Comply","",""
"119","9000353","100000705","AGINCOURT TEMPLE CHILD CARE CENTRE","Child Care - Food Preparation","3080 BIRCHMOUNT RD","43.80345","-79.30939","Pass","2","Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g)","2001-05-09","M - Minor","Notice to Comply","",""
