"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"26","10284603","101669291","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2007-10-05","C - Crucial","Notice to Comply","",""
"27","10284603","101669291","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to clean washroom fixtures","2007-10-05","S - Significant","Notice to Comply","",""
"28","10284603","101669295","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2007-10-19","","","",""
"29","9000097","101717644","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","","2007-12-27","","","",""
"30","9003137","101486834","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2007-01-03","","","",""
"31","9003137","101588327","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2007-06-05","","","",""
"32","9003137","101659040","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2007-09-18","","","",""
"33","9000116","101563487","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2007-05-02","S - Significant","Corrected During Inspection","",""
"34","9000116","101680391","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2007-10-25","S - Significant","Corrected During Inspection","",""
"35","9000116","101680391","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to properly maintain rooms","2007-10-25","M - Minor","Notice to Comply","",""
"36","9000122","101518744","7 DAY CONVENIENCE","Food Store (Convenience/Variety)","2480 GERRARD ST E, Unit-5","43.68747","-79.28453","Pass","1","","2007-02-26","","","",""
"37","9417941","101524946","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","","2007-03-07","","","",""
"38","9417941","101601090","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","","2007-06-20","","","",""
"39","9417941","101671698","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","","2007-10-09","","","",""
"40","10273767","101601032","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","","2007-06-20","","","",""
"41","10273767","101666774","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","","2007-09-28","","","",""
"42","9000144","101541400","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2007-03-29","","","",""
"43","9000144","101617652","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2007-07-12","S - Significant","Corrected During Inspection","",""
"44","9000144","101617652","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","OPERATOR FAIL TO ENSURE CHIPPED DISH NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2007-07-12","S - Significant","Corrected During Inspection","",""
"45","9000144","101690965","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669","Pass","2","","2007-11-12","","","",""
"46","9013817","101500011","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886","Pass","2","Operator fail to properly maintain rooms","2007-01-25","M - Minor","Notice to Comply","",""
"47","9013817","101630362","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886","Pass","2","Operator fail to properly maintain rooms","2007-07-25","M - Minor","Notice to Comply","",""
"48","9013819","101564277","7-ELEVEN","Supermarket","883 DUNDAS ST W","43.65107","-79.4111","Pass","2","","2007-05-03","","","",""
"49","9013819","101653759","7-ELEVEN","Supermarket","883 DUNDAS ST W","43.65107","-79.4111","Pass","2","","2007-09-10","","","",""
"50","9013822","101506118","7-ELEVEN","Food Take Out","3355 DUNDAS ST W","43.66527","-79.48241","Pass","2","","2007-02-02","","","",""
"51","9013822","101710965","7-ELEVEN","Food Take Out","3355 DUNDAS ST W","43.66527","-79.48241","Pass","2","","2007-12-12","","","",""
"52","9013825","101550873","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129","Pass","2","","2007-04-12","","","",""
"53","9013825","101704107","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129","Pass","2","","2007-07-17","","","",""
"54","9013829","101533909","7-ELEVEN","Food Store (Convenience/Variety)","2480 LAKE SHORE BLVD W","43.6131","-79.4901","Pass","2","","2007-03-21","","","",""
"55","9013829","101702157","7-ELEVEN","Food Store (Convenience/Variety)","2480 LAKE SHORE BLVD W","43.6131","-79.4901","Pass","2","","2007-07-11","","","",""
"56","9013837","101500923","7-ELEVEN","Food Store (Convenience/Variety)","3587 BATHURST ST","43.73255","-79.43246","Pass","2","","2007-01-26","","","",""
"57","9030457","101487429","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2007-01-04","C - Crucial","Notice to Comply","",""
"58","9030457","101487429","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2007-01-04","C - Crucial","Notice to Comply","",""
"59","9030457","101487431","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","","2007-01-12","","","",""
"60","9030457","101562615","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","","2007-05-01","","","",""
"61","9030457","101657711","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977","Pass","2","","2007-09-18","","","",""
"62","9389795","101488667","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133","Pass","2","Operator fail to provide proper equipment","2007-01-08","M - Minor","Notice to Comply","",""
"63","9389795","101662192","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133","Pass","2","Operator must ensure that the eating or drinking establishment license is continually posted adjacent to the food safety inspection notice. Muncipal Code Chapter 545 Sec. 5G(4)","2007-09-21","NA - Not Applicable","Notice to Comply","",""
"64","9421826","101517672","7-ELEVEN","Food Store (Convenience/Variety)","1 EGLINTON AVE E","43.70659","-79.39777","Pass","2","","2007-02-22","","","",""
"65","9421826","101625551","7-ELEVEN","Food Store (Convenience/Variety)","1 EGLINTON AVE E","43.70659","-79.39777","Pass","2","","2007-07-24","","","",""
"66","10197785","101584066","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149","Pass","2","","2007-05-30","","","",""
"67","10197785","101684239","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2007-10-31","C - Crucial","Notice to Comply","",""
"68","10197785","101684241","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149","Pass","2","","2007-11-01","","","",""
"69","10205717","101570667","7-ELEVEN","Food Take Out","980 ISLINGTON AVE","43.62909","-79.51737","Pass","2","","2007-05-11","","","",""
"70","10205717","101676006","7-ELEVEN","Food Take Out","980 ISLINGTON AVE","43.62909","-79.51737","Pass","2","","2007-10-05","","","",""
"71","10290975","101713976","7-ELEVEN","Food Take Out","3260 LAKE SHORE BLVD W","43.59731","-79.52297","Pass","2","","2007-07-27","","","",""
"72","9000174","101539382","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035","Pass","3","Operator fail to properly wash equipment","2007-03-26","M - Minor","Notice to Comply","",""
"73","9000174","101539382","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035","Pass","3","Operator fail to properly maintain equipment(NON-FOOD)","2007-03-26","M - Minor","Notice to Comply","",""
"74","9000174","101621913","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035","Pass","3","","2007-07-18","","","",""
"75","9000174","101698815","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035","Pass","3","","2007-11-21","","","",""
"76","9018891","101523804","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14)","2007-03-06","S - Significant","Corrected During Inspection","",""
"77","9018891","101634104","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","","2007-08-08","","","",""
"78","9018891","101697955","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708","Pass","2","","2007-11-21","","","",""
"79","9000198","101570775","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468","Pass","2","","2007-05-04","","","",""
"80","9000198","101660806","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468","Pass","2","","2007-09-11","","","",""
"81","9000200","101504031","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2007-01-29","","","",""
"82","9000200","101630279","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908","Pass","2","","2007-07-30","","","",""
"83","9022070","101567271","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","","2007-05-09","","","",""
"84","9022070","101656284","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147","Pass","2","","2007-09-13","","","",""
"85","9042935","101570087","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","","2007-05-11","","","",""
"86","9042935","101631910","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2007-08-01","C - Crucial","Notice to Comply","",""
"87","9042935","101631910","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","Operator fail to properly maintain rooms","2007-08-01","M - Minor","Notice to Comply","",""
"88","9042935","101631910","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181","Pass","2","Operator fail to maintain room(s) free of animals","2007-08-01","S - Significant","Notice to Comply","",""
"89","10225707","101534930","A & W","Food Court Vendor","300 BOROUGH DR, Unit-FC-19","43.77629","-79.25802","Pass","2","","2007-03-22","","","",""
"90","10225707","101662295","A & W","Food Court Vendor","300 BOROUGH DR, Unit-FC-19","43.77629","-79.25802","Pass","2","","2007-09-24","","","",""
"91","9000224","101602818","A PLACE TO PLAY CO-OP NURSERY SCHOOL","Child Care - Catered","680 ANNETTE ST","43.65935","-79.48502","Pass","2","","2007-06-19","","","",""
"92","10222572","101513323","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2007-02-12","S - Significant","Corrected During Inspection","",""
"93","10222572","101627268","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","Operator must ensure to provide the Food Safety Inspection Report(s) relating to the currently posted food safety inspection notice when requested by any person. Muncipal Code Chapter 545 Sec. 5G(5)","2007-07-26","NA - Not Applicable","Notice to Comply","",""
"94","10222572","101627268","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH SOAP OR DETERGENT O. REG  562/90 SEC. 68(3)(C)","2007-07-26","S - Significant","Corrected During Inspection","",""
"95","10222572","101627268","A SUNSHINE RESTAURANT","Restaurant","796 SHEPPARD AVE E","43.76984","-79.37465","Pass","3","Operator fail to properly wash surfaces in rooms","2007-07-26","M - Minor","Notice to Comply","",""
"96","9000251","101710314","A-1 DISCOUNT VARIETY","Food Store (Convenience/Variety)","2412 LAKE SHORE BLVD W","43.61471","-79.48911","Pass","1","","2007-12-07","","","",""
"97","9021965","101493418","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2007-01-16","","","",""
"98","9021965","101645752","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2007-08-24","","","",""
"99","9021965","101674724","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2007-10-16","","","",""
"100","9021965","101717949","A-1 SWEET & RESTAURANT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102","Pass","2","","2007-08-22","","","",""
"101","9000239","101544889","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2007-04-02","M - Minor","Notice to Comply","",""
"102","9000239","101700645","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2007-11-26","M - Minor","Notice to Comply","",""
"103","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly store solid waste","2007-05-08","S - Significant","Notice to Comply","",""
"104","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly wash surfaces in rooms","2007-05-08","M - Minor","Notice to Comply","",""
"105","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to provide proper garbage containers","2007-05-08","M - Minor","Notice to Comply","",""
"106","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2007-05-08","S - Significant","Corrected During Inspection","",""
"107","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to provide proper equipment","2007-05-08","M - Minor","Notice to Comply","",""
"108","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly maintain rooms","2007-05-08","M - Minor","Notice to Comply","",""
"109","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly maintain equipment","2007-05-08","S - Significant","Notice to Comply","",""
"110","9000247","101566949","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to clean washroom fixtures","2007-05-08","S - Significant","Notice to Comply","",""
"111","9000247","101566955","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","","2007-05-14","","","",""
"112","9000247","101680718","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to provide adequate pest control","2007-10-25","S - Significant","Notice to Comply","",""
"113","9000247","101680718","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to properly wash surfaces in rooms","2007-10-25","M - Minor","Notice to Comply","",""
"114","9000247","101680718","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","Operator fail to use proper procedure(s) to ensure food safety","2007-10-25","S - Significant","Notice to Comply","",""
"115","9000247","101680722","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959","Pass","2","","2007-10-31","","","",""
"116","10201481","101576242","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2007-05-22","S - Significant","Corrected During Inspection","",""
"117","10201481","101576242","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277","Pass","2","Operator fail to properly maintain rooms","2007-05-22","M - Minor","Notice to Comply","",""
"118","10201481","101576242","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277","Pass","2","IMMERSE UTENSILS IN SOLUTION FOR WHICH TEST REAGENT NOT AVAILABLE O. REG  562/90 SEC. 75(1)(E)","2007-05-22","S - Significant","Corrected During Inspection","",""
"119","10201481","101698556","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277","Pass","2","","2007-11-22","","","",""
"120","9000263","101518406","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2007-02-22","M - Minor","Notice to Comply","",""
"121","9000263","101518406","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2007-02-22","M - Minor","Notice to Comply","",""
"122","9000263","101519120","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","","2007-02-26","","","",""
"123","9000263","101595527","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2007-06-14","M - Minor","Notice to Comply","",""
"124","9000263","101595527","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2007-06-14","M - Minor","Notice to Comply","",""
"125","9000263","101688907","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2007-11-08","M - Minor","Notice to Comply","",""
"126","9000263","101688907","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to provide easily readable thermometer(s)","2007-11-08","S - Significant","Notice to Comply","",""
"127","9000263","101688907","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to provide adequate pest control","2007-11-08","S - Significant","Notice to Comply","",""
"128","9000263","101688907","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2007-11-08","M - Minor","Notice to Comply","",""
"129","9000263","101688907","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to sanitize garbage containers as required","2007-11-08","M - Minor","Notice to Comply","",""
"130","9000263","101688911","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash surfaces in rooms","2007-11-09","M - Minor","Ticket","Conviction - Fined","70"
"131","9000263","101688911","ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","43.73529","-79.25231","Pass","3","Operator fail to properly wash equipment","2007-11-09","M - Minor","Ticket","Conviction - Fined","70"
"132","9021734","101512497","ABC CONVENIENT","Food Store (Convenience/Variety)","1110 BLOOR ST W","43.66011","-79.43478","Pass","1","","2007-02-13","","","",""
"133","9053407","101513126","ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS","Restaurant","4700 KEELE ST, Unit-13","43.77342","-79.50234","Pass","1","Operator fail to provide proper equipment","2007-02-14","M - Minor","Notice to Comply","",""
"134","9053407","101513126","ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS","Restaurant","4700 KEELE ST, Unit-13","43.77342","-79.50234","Pass","1","Operator fail to properly wash surfaces in rooms","2007-02-14","M - Minor","Notice to Comply","",""
"135","9053407","101667267","ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS","Restaurant","4700 KEELE ST, Unit-13","43.77342","-79.50234","Pass","1","Operator fail to properly maintain rooms","2007-10-02","M - Minor","Notice to Comply","",""
"136","9053407","101667267","ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS","Restaurant","4700 KEELE ST, Unit-13","43.77342","-79.50234","Pass","1","USE DIRTY CLOTH FOR CLEANING TABLES O. REG  562/90 SEC. 62(B)","2007-10-02","S - Significant","Corrected During Inspection","",""
"137","10287399","101687250","ABSOLUTE COMEDY","Restaurant","2335 YONGE ST, Unit-2","43.70864","-79.39832","Pass","3","","2007-11-05","","","",""
"138","9010089","101553352","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2007-04-16","","","",""
"139","9010089","101639109","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2007-08-15","","","",""
"140","9010089","101708964","ABSOLUTELY FAMISHED CATERING","Food Caterer","3974 CHESSWOOD DR","43.75708","-79.47526","Pass","3","","2007-12-07","","","",""
"141","9000306","101505315","ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE","43.69704","-79.46287","Pass","2","","2007-03-12","","","",""
"142","9000316","101569338","ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE, Unit -Bsmt","43.73855","-79.43123","Pass","2","","2007-05-11","","","",""
