"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"20","10334795","102258307","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2010-04-12","S - Significant","Corrected During Inspection","",""
"21","10334795","102335492","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"22","10300071","102258411","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2010-04-12","S - Significant","Corrected During Inspection","",""
"23","10300071","102335495","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"24","10334585","102258056","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"25","10334585","102335560","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"26","10349216","102256633","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"27","10349216","102335625","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"28","9348578","102249623","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2010-03-26","","","",""
"29","9348578","102392081","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide accurate indicating thermometer(s)","2010-11-12","S - Significant","Notice to Comply","",""
"30","9348578","102392081","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide proper equipment","2010-11-12","M - Minor","Notice to Comply","",""
"31","9348578","102392082","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to provide proper equipment","2010-11-12","M - Minor","Notice to Comply","",""
"32","9348578","102393397","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2010-08-04","","","",""
"33","9013060","102218694","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2010-02-09","","","",""
"34","9013060","102279968","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","Operator fail to properly wash equipment","2010-05-18","M - Minor","Notice to Comply","",""
"35","9013060","102335794","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2010-07-27","","","",""
"36","9013060","102395550","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","Operator fail to properly wash surfaces in rooms","2010-11-16","M - Minor","Notice to Comply","",""
"37","10318628","102387564","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2010-03-18","","","",""
"38","9000031","102202725","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to properly maintain equipment","2010-01-14","S - Significant","Notice to Comply","",""
"39","9000031","102202725","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to properly wash surfaces in rooms","2010-01-14","M - Minor","Notice to Comply","",""
"40","9000031","102202725","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","Operator fail to use proper procedure(s) to ensure food safety","2010-01-14","S - Significant","Notice to Comply","",""
"41","9000031","102202727","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2010-01-15","","","",""
"42","9000031","102380040","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2010-07-19","","","",""
"43","9000046","102271353","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2010-05-04","M - Minor","Notice to Comply","",""
"44","9000046","102271353","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2010-05-04","M - Minor","Notice to Comply","",""
"45","9000046","102366237","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2010-09-28","M - Minor","Notice to Comply","",""
"46","9000046","102366237","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash equipment","2010-09-28","M - Minor","Notice to Comply","",""
"47","9016832","102215804","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2010-02-04","","","",""
"48","9016832","102359743","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2010-09-20","","","",""
"49","9043776","102197549","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to provide proper equipment","2010-07-12","M - Minor","Notice to Comply","",""
"50","9043776","102197549","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly wash equipment","2010-07-12","M - Minor","Notice to Comply","",""
"51","9043776","102197549","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","Operator fail to properly maintain rooms","2010-07-12","M - Minor","Notice to Comply","",""
"52","9043776","102197549","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","PROVIDE THERMOMETER NOT EASILY READABLE IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2010-07-12","S - Significant","Corrected During Inspection","",""
"53","10284603","102243755","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly maintain rooms","2010-03-22","M - Minor","Notice to Comply","",""
"54","10284603","102361026","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator must ensure to provide the Food Safety Inspection Report(s) relating to the currently posted food safety inspection notice when requested by any person. Muncipal Code Chapter 545 Sec. 5G(5)","2010-09-21","NA - Not Applicable","Notice to Comply","",""
"55","10284603","102361026","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash equipment","2010-09-21","M - Minor","Notice to Comply","",""
"56","10284603","102361026","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to provide proper equipment","2010-09-21","M - Minor","Notice to Comply","",""
"57","10349645","102224425","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","","2010-02-18","","","",""
"58","10349645","102275459","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to use proper procedure(s) to ensure food safety","2010-05-10","S - Significant","Ticket","",""
"59","10349645","102275459","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide adequate pest control","2010-05-10","S - Significant","Notice to Comply","",""
"60","10349645","102275459","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain rooms","2010-05-10","M - Minor","Notice to Comply","",""
"61","10349645","102275459","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to provide adequate lighting","2010-05-10","M - Minor","Notice to Comply","",""
"62","10349645","102275464","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","","2010-05-12","","","",""
"63","10349645","102402551","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2010-11-29","M - Minor","Notice to Comply","",""
"64","10349645","102402551","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain equipment","2010-11-29","S - Significant","Corrected During Inspection","",""
"65","10294608","102217000","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2010-02-05","M - Minor","Notice to Comply","",""
"66","10294608","102217000","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide headgear","2010-02-05","M - Minor","Notice to Comply","",""
"67","10294608","102361106","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2010-09-21","M - Minor","Notice to Comply","",""
"68","10294608","102361106","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2010-09-21","M - Minor","Notice to Comply","",""
"69","10325721","102258281","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"70","10325721","102335491","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"71","10300069","102181257","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"72","10300069","102335506","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"73","10300066","102256622","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","OPERATOR FAIL TO ENSURE CRACKED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2010-04-12","S - Significant","Corrected During Inspection","",""
"74","10300066","102335484","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2010-08-11","","","",""
"75","10300083","102258122","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-13","","","",""
"76","10300083","102335642","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2010-08-11","S - Significant","Corrected During Inspection","",""
"77","10300083","102366265","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-09-28","","","",""
"78","10300083","102258115","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2010-04-12","C - Crucial","Notice to Comply","",""
"79","10300083","102258115","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2010-04-12","C - Crucial","Notice to Comply","",""
"80","10300083","102258115","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to use proper utensils to ensure food safety","2010-04-12","S - Significant","Notice to Comply","",""
"81","10300065","102181821","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"82","10300065","102335487","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"83","10300063","102257827","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"84","10300063","102335488","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"85","10301731","102276440","3 JIT VARIETY","Food Store (Convenience/Variety)","1452 BLOOR ST W","43.65718","-79.44885","Pass","2","Operator fail to properly maintain rooms","2010-05-13","M - Minor","Notice to Comply","",""
"86","10325719","102256764","3-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"87","10325719","102335664","3-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"88","9000097","102262862","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","Fail to produce valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(c)","2010-04-21","NA - Not Applicable","Notice to Comply","",""
"89","9000097","102262862","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C)","2010-04-21","S - Significant","Corrected During Inspection","",""
"90","9000097","102262862","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","Operator fail to ensure room kept free from equipment not regularly used O. Reg  562/90 Sec. 59(e)(i)","2010-04-21","M - Minor","Notice to Comply","",""
"91","9000097","102401125","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179","Pass","2","","2010-12-15","","","",""
"92","10330988","102290344","338 VEGETABLE & FRUIT","Food Store (Convenience/Variety)","631 GERRARD ST E","43.66561","-79.35074","Pass","1","","2010-06-04","","","",""
"93","9003137","102262794","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2010-04-21","","","",""
"94","9003137","102321361","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2010-06-01","","","",""
"95","9003137","102382141","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844","Pass","2","","2010-10-26","","","",""
"96","10325730","102257822","4-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"97","10325730","102335543","4-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"98","10365045","102260324","508-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"99","10365045","102366333","508-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-09-28","","","",""
"100","10300084","102257813","514- BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"101","10300084","102335490","514- BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"102","10364705","102257667","520 - FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"103","10364705","102335544","520 - FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"104","10300054","102258138","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to maintain hazardous foods at 60C (140F) or hotter","2010-04-12","C - Crucial","Notice to Comply","",""
"105","10300054","102258143","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-13","","","",""
"106","10300054","102335641","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"107","10300054","102366331","520- UPPER DECK FAVORITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-09-28","","","",""
"108","9000116","102213512","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to properly maintain equipment","2010-02-02","S - Significant","Notice to Comply","",""
"109","9000116","102213512","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to use proper procedure(s) to ensure food safety","2010-02-02","S - Significant","Notice to Comply","",""
"110","9000116","102213512","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to properly maintain mechanical washer","2010-02-02","S - Significant","Notice to Comply","",""
"111","9000116","102213512","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2010-02-02","NA - Not Applicable","Notice to Comply","",""
"112","9000116","102213961","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","","2010-02-03","","","",""
"113","9000116","102339438","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Operator fail to provide adequate lighting","2010-08-17","M - Minor","Notice to Comply","",""
"114","9000116","102339438","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2010-08-17","NA - Not Applicable","Ticket","Conviction - Fined","305"
"115","9000116","102339438","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821","Pass","1","Food handler fail to wear headgear","2010-08-17","M - Minor","Notice to Comply","",""
"116","10300050","102257797","523-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"117","10300050","102335541","523-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"118","10334654","102258253","529 - UPPER DECK FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-04-12","","","",""
"119","10334654","102335489","529 - UPPER DECK FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-08-11","","","",""
"120","10300060","102181827","536-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2010-09-28","","","",""
"121","10300060","102258242","536-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO USE UTENSILS TO AVOID HAND CONTACT WITH FOOD O. REG  562/90 SEC. 24","2010-04-12","S - Significant","Corrected During Inspection","",""
"122","9000122","102358895","7 DAY CONVENIENCE","Food Store (Convenience/Variety)","2480 GERRARD ST E, Unit-5","43.68747","-79.28453","Pass","1","","2010-09-16","","","",""
"123","9417941","102236440","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","Operator fail to properly maintain rooms","2010-04-28","M - Minor","Notice to Comply","",""
"124","9417941","102236440","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2010-04-28","S - Significant","Corrected During Inspection","",""
"125","9417941","102236440","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","Food handler fail to wear headgear","2010-04-28","M - Minor","Notice to Comply","",""
"126","9417941","102236440","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2010-04-28","S - Significant","Corrected During Inspection","",""
"127","9417941","102347722","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2010-08-27","S - Significant","Corrected During Inspection","",""
"128","9417941","102347722","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385","Pass","2","FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2010-08-27","S - Significant","Corrected During Inspection","",""
"129","10273767","102258286","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2010-04-08","S - Significant","Corrected During Inspection","",""
"130","10273767","102258286","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","OPERATE FOOD PREMISE - WASH WATER TEMPERATURE THERMOMETER NOT EASILY READABLE O. REG  562/90 SEC. 77(B)","2010-04-08","S - Significant","Corrected During Inspection","",""
"131","10273767","102258286","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2010-04-08","S - Significant","Corrected During Inspection","",""
"132","10273767","102258286","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","USE DIRTY CLOTH FOR CLEANING TABLES O. REG  562/90 SEC. 62(B)","2010-04-08","S - Significant","Corrected During Inspection","",""
"133","10273767","102258286","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","Operator fail to properly wash equipment","2010-04-08","M - Minor","Notice to Comply","",""
"134","10273767","102342936","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","USE DIRTY TOWEL FOR CLEANING TABLES O. REG  562/90 SEC. 62(B)","2010-08-18","S - Significant","Corrected During Inspection","",""
"135","10273767","102342936","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14)","2010-08-18","S - Significant","Corrected During Inspection","",""
"136","10273767","102342936","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2010-08-18","S - Significant","Corrected During Inspection","",""
"137","10273767","102342936","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2010-08-18","S - Significant","Corrected During Inspection","",""
"138","10273767","102342936","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","Operator fail to properly wash equipment","2010-08-18","M - Minor","Notice to Comply","",""
"139","10273767","102342936","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215","Pass","2","FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C)","2010-08-18","S - Significant","Corrected During Inspection","",""
